Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
WT,WT7X72.5,WT7X72.5,F,72.5000,21.3000,7.3900,7.3750,-,-,-,15.5000,15.5000,-,-,-,0.6800,0.6875,0.3750,1.0900,1.0625,-,-,-,1.6900,2.3750,-,-,1.2900,-,-,0.6880,7.1100,-,-,-,-,10.9000,62.5000,20.2000,10.2000,1.7100,338.0000,66.2000,43.7000,3.9800,-,-,-,7.5600,36.3000,-,-,-,-,-,-,-,4.4000,0.9710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3000,-,44.8000,30.3000,45.8000,-,7.5000,3.0000
WT,WT7X66,WT7X66,F,66.0000,19.4000,7.3300,7.3750,-,-,-,14.7000,14.7500,-,-,-,0.6450,0.6250,0.3125,1.0300,1.0000,-,-,-,1.6300,2.3125,-,-,1.2900,-,-,0.6580,7.1500,-,-,-,-,11.4000,57.8000,18.6000,9.5700,1.7300,274.0000,56.5000,37.2000,3.7600,-,-,-,6.1300,26.6000,-,-,-,-,-,-,-,4.2100,0.9660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3000,-,43.0000,29.4000,44.1000,-,5.5000,-
WT,WT7X60,WT7X60,F,60.0000,17.7000,7.2400,7.2500,-,-,-,14.7000,14.6250,-,-,-,0.5900,0.5625,0.3125,0.9400,0.9375,-,-,-,1.5400,2.2500,-,-,1.2400,-,-,0.6020,7.8000,-,-,-,-,12.3000,51.7000,16.5000,8.6100,1.7100,247.0000,51.2000,33.7000,3.7400,-,-,-,4.6700,20.0000,-,-,-,-,-,-,-,4.1900,0.9660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.2000,-,42.9000,29.2000,43.9000,-,5.5000,-
WT,WT7X54.5,WT7X54.5,F,54.5000,16.0000,7.1600,7.1250,-,-,-,14.6000,14.6250,-,-,-,0.5250,0.5000,0.2500,0.8600,0.8750,-,-,-,1.4600,2.1875,-,-,1.1700,-,-,0.5480,8.4900,-,-,-,-,13.6000,45.3000,14.4000,7.5600,1.6800,223.0000,46.3000,30.6000,3.7300,-,-,-,3.5500,15.0000,-,-,-,-,-,-,-,4.1600,0.9680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.9000,-,42.5000,28.9000,43.5000,-,5.5000,-
WT,WT7X49.5,WT7X49.5,F,49.5000,14.6000,7.0800,7.1250,-,-,-,14.6000,14.6250,-,-,-,0.4850,0.5000,0.2500,0.7800,0.7500,-,-,-,1.3800,2.0625,-,-,1.1400,-,-,0.5000,9.3400,-,-,-,-,14.6000,40.9000,12.9000,6.8800,1.6700,201.0000,41.8000,27.6000,3.7100,-,-,-,2.6800,11.1000,-,-,-,-,-,-,-,4.1400,0.9670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.7000,-,42.3000,28.8000,43.4000,-,5.5000,-
WT,WT7X45,WT7X45,F,45.0000,13.2000,7.0100,7.0000,-,-,-,14.5000,14.5000,-,-,-,0.4400,0.4375,0.2500,0.7100,0.6875,-,-,-,1.3100,2.0000,-,-,1.0900,-,-,0.4560,10.2000,-,-,-,-,15.9000,36.5000,11.5000,6.1600,1.6600,181.0000,37.8000,25.0000,3.7000,-,-,-,2.0300,8.3100,-,-,-,-,-,-,-,4.1200,0.9680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.5000,-,42.0000,28.5000,43.0000,-,5.5000,-
WT,WT7X41,WT7X41,F,41.0000,12.0000,7.1600,7.1250,-,-,-,10.1000,10.1250,-,-,-,0.5100,0.5000,0.2500,0.8550,0.8750,-,-,-,1.4500,1.6875,-,-,1.3900,-,-,0.5930,5.9200,-,-,-,-,14.0000,41.2000,13.2000,7.1400,1.8500,74.1000,22.4000,14.6000,2.4800,-,-,-,2.5300,5.6300,-,-,-,-,-,-,-,3.2400,0.9120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.7000,-,33.8000,24.4000,34.5000,-,5.5000,-
WT,WT7X37,WT7X37,F,37.0000,10.9000,7.0900,7.1250,-,-,-,10.1000,10.1250,-,-,-,0.4500,0.4375,0.2500,0.7850,0.8125,-,-,-,1.3800,1.6250,-,-,1.3200,-,-,0.5410,6.4100,-,-,-,-,15.8000,36.0000,11.5000,6.2500,1.8200,66.9000,20.2000,13.3000,2.4800,-,-,-,1.9300,4.1900,-,-,-,-,-,-,-,3.2100,0.9160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.6000,-,33.7000,24.3000,34.4000,-,5.5000,-
WT,WT7X34,WT7X34,F,34.0000,10.0000,7.0200,7.0000,-,-,-,10.0000,10.0000,-,-,-,0.4150,0.4375,0.2500,0.7200,0.7500,-,-,-,1.3100,1.5625,-,-,1.2900,-,-,0.4980,6.9700,-,-,-,-,16.9000,32.6000,10.4000,5.6900,1.8100,60.7000,18.4000,12.1000,2.4600,-,-,-,1.5000,3.2100,-,-,-,-,-,-,-,3.1900,0.9160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.4000,-,33.4000,24.0000,34.0000,-,5.5000,-
WT,WT7X30.5,WT7X30.5,F,30.5000,8.9600,6.9500,7.0000,-,-,-,10.0000,10.0000,-,-,-,0.3750,0.3750,0.1875,0.6450,0.6250,-,-,-,1.2400,1.5000,-,-,1.2500,-,-,0.4480,7.7500,-,-,-,-,18.5000,28.9000,9.1500,5.0700,1.8000,53.7000,16.4000,10.7000,2.4500,-,-,-,1.0900,2.2900,-,-,-,-,-,-,-,3.1700,0.9150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.2000,-,33.2000,23.9000,33.9000,-,5.5000,-
WT,WT7X26.5,WT7X26.5,F,26.5000,7.8000,6.9600,7.0000,-,-,-,8.0600,8.0000,-,-,-,0.3700,0.3750,0.1875,0.6600,0.6875,-,-,-,1.2500,1.5000,-,-,1.3800,-,-,0.4840,6.1100,-,-,-,-,18.8000,27.6000,8.8700,4.9400,1.8800,28.8000,11.0000,7.1500,1.9200,-,-,-,0.9670,1.4600,-,-,-,-,-,-,-,2.8900,0.8680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.3000,-,29.4000,22.0000,30.0000,-,5.5000,-
WT,WT7X24,WT7X24,F,24.0000,7.0700,6.9000,6.8750,-,-,-,8.0300,8.0000,-,-,-,0.3400,0.3125,0.1875,0.5950,0.6250,-,-,-,1.1900,1.4375,-,-,1.3500,-,-,0.4400,6.7500,-,-,-,-,20.3000,24.9000,8.0000,4.4900,1.8800,25.7000,9.8000,6.4000,1.9100,-,-,-,0.7230,1.0700,-,-,-,-,-,-,-,2.8700,0.8660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.1000,-,29.2000,21.8000,29.9000,-,5.5000,-
WT,WT7X21.5,WT7X21.5,F,21.5000,6.3100,6.8300,6.8750,-,-,-,8.0000,8.0000,-,-,-,0.3050,0.3125,0.1875,0.5300,0.5000,-,-,-,1.1200,1.3750,-,-,1.3100,-,-,0.3950,7.5400,-,-,-,-,22.4000,21.9000,7.0500,3.9800,1.8600,22.6000,8.6400,5.6500,1.8900,-,-,-,0.5220,0.7510,-,-,-,-,-,-,-,2.8600,0.8650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0000,-,29.0000,21.7000,29.7000,-,5.5000,-
WT,WT7X19,WT7X19,F,19.0000,5.5800,7.0500,7.0000,-,-,-,6.7700,6.7500,-,-,-,0.3100,0.3125,0.1875,0.5150,0.5000,-,-,-,0.9150,1.2500,-,-,1.5400,-,-,0.4120,6.5700,-,-,-,-,22.7000,23.3000,7.4500,4.2200,2.0400,13.3000,6.0700,3.9400,1.5500,-,-,-,0.3980,0.5540,-,-,-,-,-,-,-,2.8600,0.7990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.4000,-,27.1000,20.9000,27.6000,-,3.5000,-
WT,WT7X17,WT7X17,F,17.0000,5.0000,6.9900,7.0000,-,-,-,6.7500,6.7500,-,-,-,0.2850,0.3125,0.1875,0.4550,0.4375,-,-,-,0.8550,1.1875,-,-,1.5300,-,-,0.3710,7.4100,-,-,-,-,24.5000,20.9000,6.7400,3.8300,2.0400,11.6000,5.3200,3.4500,1.5300,-,-,-,0.2840,0.4000,-,-,-,-,-,-,-,2.8700,0.7920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.2000,-,27.0000,20.7000,27.5000,-,3.5000,-
WT,WT7X15,WT7X15,F,15.0000,4.4200,6.9200,6.8750,-,-,-,6.7300,6.7500,-,-,-,0.2700,0.2500,0.1250,0.3850,0.3750,-,-,-,0.7850,1.1250,-,-,1.5800,-,-,0.3290,8.7400,-,-,-,-,25.6000,19.0000,6.2500,3.5500,2.0700,9.7900,4.4900,2.9100,1.4900,-,-,-,0.1900,0.2870,-,-,-,-,-,-,-,2.9000,0.7720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.1000,-,26.8000,20.6000,27.3000,-,3.5000,-
WT,WT7X13,WT7X13,F,13.0000,3.8500,6.9600,7.0000,-,-,-,5.0300,5.0000,-,-,-,0.2550,0.2500,0.1250,0.4200,0.4375,-,-,-,0.8200,1.1250,-,-,1.7200,-,-,0.3830,5.9800,-,-,-,-,27.3000,17.3000,5.8900,3.3100,2.1200,4.4500,2.7600,1.7700,1.0800,-,-,-,0.1790,0.2070,-,-,-,-,-,-,-,2.8200,0.7120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.4000,-,23.5000,19.0000,24.0000,-,2.7500,-
WT,WT7X11,WT7X11,F,11.0000,3.2500,6.8700,6.8750,-,-,-,5.0000,5.0000,-,-,-,0.2300,0.2500,0.1250,0.3350,0.3125,-,-,-,0.7350,1.0625,-,-,1.7600,-,-,0.3250,7.4600,-,-,-,-,29.9000,14.8000,5.2000,2.9100,2.1400,3.5000,2.1900,1.4000,1.0400,-,-,-,0.1040,0.1340,-,-,-,-,-,-,-,2.8600,0.6890,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.2000,-,23.2000,18.7000,23.7000,-,2.7500,-
WT,WT6X168,WT6X168,T,168.0000,49.5000,8.4100,8.3750,-,-,-,13.4000,13.3750,-,-,-,1.7800,1.7500,0.8750,2.9600,2.9375,-,-,-,3.5500,3.8750,-,-,2.3100,-,-,1.8400,2.2600,-,-,-,-,4.7200,190.0000,68.4000,31.2000,1.9600,593.0000,137.0000,88.6000,3.4700,-,-,-,120.0000,481.0000,-,-,-,-,-,-,-,4.0700,0.9580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5000,-,42.9000,30.2000,43.6000,-,5.5000,-
WT,WT6X152.5,WT6X152.5,T,152.5000,44.7000,8.1600,8.1250,-,-,-,13.2000,13.2500,-,-,-,1.6300,1.6250,0.8125,2.7100,2.6875,-,-,-,3.3000,3.6250,-,-,2.1600,-,-,1.6900,2.4500,-,-,-,-,5.0100,162.0000,59.1000,27.0000,1.9000,525.0000,122.0000,79.3000,3.4200,-,-,-,92.0000,356.0000,-,-,-,-,-,-,-,4.0000,0.9590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8000,-,42.0000,29.5000,42.7000,-,5.5000,-
WT,WT6X139.5,WT6X139.5,T,139.5000,41.0000,7.9300,7.8750,-,-,-,13.1000,13.1250,-,-,-,1.5300,1.5000,0.7500,2.4700,2.5000,-,-,-,3.0700,3.3750,-,-,2.0500,-,-,1.5600,2.6600,-,-,-,-,5.1800,141.0000,51.9000,24.1000,1.8600,469.0000,110.0000,71.3000,3.3800,-,-,-,70.9000,267.0000,-,-,-,-,-,-,-,3.9400,0.9580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3000,-,41.4000,29.0000,42.1000,-,5.5000,-
WT,WT6X126,WT6X126,T,126.0000,37.1000,7.7100,7.7500,-,-,-,13.0000,13.0000,-,-,-,1.4000,1.3750,0.6875,2.2500,2.2500,-,-,-,2.8500,3.1250,-,-,1.9200,-,-,1.4200,2.8900,-,-,-,-,5.5100,121.0000,44.8000,20.9000,1.8100,414.0000,97.9000,63.6000,3.3400,-,-,-,53.5000,195.0000,-,-,-,-,-,-,-,3.8800,0.9580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.7000,-,40.7000,28.4000,41.4000,-,5.5000,-
WT,WT6X115,WT6X115,T,115.0000,33.8000,7.5300,7.5000,-,-,-,12.9000,12.8750,-,-,-,1.2900,1.3125,0.6875,2.0700,2.0625,-,-,-,2.6700,2.9375,-,-,1.8200,-,-,1.3100,3.1100,-,-,-,-,5.8400,106.0000,39.4000,18.5000,1.7700,371.0000,88.4000,57.5000,3.3100,-,-,-,41.6000,148.0000,-,-,-,-,-,-,-,3.8300,0.9580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.3000,-,40.2000,28.0000,40.9000,-,5.5000,-
WT,WT6X105,WT6X105,F,105.0000,30.9000,7.3600,7.3750,-,-,-,12.8000,12.7500,-,-,-,1.1800,1.1875,0.6250,1.9000,1.8750,-,-,-,2.5000,2.8125,-,-,1.7200,-,-,1.2100,3.3700,-,-,-,-,6.2400,92.1000,34.5000,16.4000,1.7300,332.0000,79.7000,51.9000,3.2800,-,-,-,32.1000,112.0000,-,-,-,-,-,-,-,3.7900,0.9580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.8000,-,39.6000,27.5000,40.3000,-,5.5000,-
WT,WT6X95,WT6X95,F,95.0000,28.0000,7.1900,7.2500,-,-,-,12.7000,12.6250,-,-,-,1.0600,1.0625,0.5625,1.7400,1.7500,-,-,-,2.3300,2.6250,-,-,1.6200,-,-,1.1000,3.6500,-,-,-,-,6.7800,79.0000,29.8000,14.2000,1.6800,295.0000,71.2000,46.5000,3.2500,-,-,-,24.3000,82.1000,-,-,-,-,-,-,-,3.7300,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.4000,-,39.1000,27.1000,39.8000,-,5.5000,-
WT,WT6X85,WT6X85,F,85.0000,25.0000,7.0200,7.0000,-,-,-,12.6000,12.6250,-,-,-,0.9600,0.9375,0.5000,1.5600,1.5625,-,-,-,2.1600,2.4375,-,-,1.5200,-,-,0.9940,4.0300,-,-,-,-,7.3100,67.8000,25.6000,12.3000,1.6500,259.0000,62.9000,41.2000,3.2200,-,-,-,17.7000,58.3000,-,-,-,-,-,-,-,3.6900,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0000,-,38.6000,26.6000,39.2000,-,5.5000,-
WT,WT6X76,WT6X76,F,76.0000,22.4000,6.8600,6.8750,-,-,-,12.5000,12.5000,-,-,-,0.8700,0.8750,0.4375,1.4000,1.3750,-,-,-,2.0000,2.3125,-,-,1.4300,-,-,0.8960,4.4600,-,-,-,-,7.8900,58.5000,22.0000,10.8000,1.6200,227.0000,55.6000,36.4000,3.1900,-,-,-,12.8000,41.3000,-,-,-,-,-,-,-,3.6500,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.5000,-,38.0000,26.2000,38.7000,-,5.5000,-
WT,WT6X68,WT6X68,F,68.0000,20.0000,6.7100,6.7500,-,-,-,12.4000,12.3750,-,-,-,0.7900,0.8125,0.4375,1.2500,1.2500,-,-,-,1.8500,2.1250,-,-,1.3500,-,-,0.8050,4.9600,-,-,-,-,8.4900,50.6000,19.0000,9.4600,1.5900,199.0000,48.9000,32.1000,3.1600,-,-,-,9.2100,28.9000,-,-,-,-,-,-,-,3.6100,0.9590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.1000,-,37.5000,25.8000,38.2000,-,5.5000,-
WT,WT6X60,WT6X60,F,60.0000,17.6000,6.5600,6.5000,-,-,-,12.3000,12.3750,-,-,-,0.7100,0.6875,0.3750,1.1100,1.1250,-,-,-,1.7000,2.0000,-,-,1.2800,-,-,0.7160,5.5700,-,-,-,-,9.2400,43.4000,16.2000,8.2200,1.5700,172.0000,42.7000,28.0000,3.1300,-,-,-,6.4200,19.7000,-,-,-,-,-,-,-,3.5700,0.9590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.7000,-,37.0000,25.4000,37.7000,-,5.5000,-
WT,WT6X53,WT6X53,F,53.0000,15.6000,6.4500,6.5000,-,-,-,12.2000,12.2500,-,-,-,0.6100,0.6250,0.3125,0.9900,1.0000,-,-,-,1.5900,1.8750,-,-,1.1900,-,-,0.6370,6.1700,-,-,-,-,10.6000,36.3000,13.6000,6.9200,1.5300,151.0000,37.5000,24.7000,3.1100,-,-,-,4.5500,13.6000,-,-,-,-,-,-,-,3.5300,0.9610,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.4000,-,36.6000,25.1000,37.3000,-,5.5000,-
WT,WT6X48,WT6X48,F,48.0000,14.1000,6.3600,6.3750,-,-,-,12.2000,12.1250,-,-,-,0.5500,0.5625,0.3125,0.9000,0.8750,-,-,-,1.5000,1.8125,-,-,1.1300,-,-,0.5800,6.7600,-,-,-,-,11.6000,32.0000,11.9000,6.1200,1.5100,135.0000,33.7000,22.2000,3.0900,-,-,-,3.4200,10.1000,-,-,-,-,-,-,-,3.5100,0.9620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.2000,-,36.4000,24.9000,37.1000,-,5.5000,-
WT,WT6X43.5,WT6X43.5,F,43.5000,12.8000,6.2700,6.2500,-,-,-,12.1000,12.1250,-,-,-,0.5150,0.5000,0.2500,0.8100,0.8125,-,-,-,1.4100,1.6875,-,-,1.1000,-,-,0.5270,7.4800,-,-,-,-,12.2000,28.9000,10.7000,5.6000,1.5000,120.0000,30.2000,19.9000,3.0700,-,-,-,2.5400,7.3400,-,-,-,-,-,-,-,3.4900,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0000,-,36.1000,24.6000,36.7000,-,5.5000,-
WT,WT6X39.5,WT6X39.5,F,39.5000,11.6000,6.1900,6.2500,-,-,-,12.1000,12.1250,-,-,-,0.4700,0.5000,0.2500,0.7350,0.7500,-,-,-,1.3300,1.6250,-,-,1.0600,-,-,0.4800,8.2200,-,-,-,-,13.2000,25.8000,9.4900,5.0300,1.4900,108.0000,27.1000,17.9000,3.0500,-,-,-,1.9100,5.4300,-,-,-,-,-,-,-,3.4700,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8000,-,35.9000,24.5000,36.6000,-,5.5000,-
WT,WT6X36,WT6X36,F,36.0000,10.6000,6.1300,6.1250,-,-,-,12.0000,12.0000,-,-,-,0.4300,0.4375,0.2500,0.6700,0.6875,-,-,-,1.2700,1.5625,-,-,1.0200,-,-,0.4390,8.9900,-,-,-,-,14.3000,23.2000,8.4800,4.5400,1.4800,97.5000,24.6000,16.2000,3.0400,-,-,-,1.4600,4.0700,-,-,-,-,-,-,-,3.4500,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.6000,-,35.6000,24.3000,36.3000,-,5.5000,-
WT,WT6X32.5,WT6X32.5,F,32.5000,9.5400,6.0600,6.0000,-,-,-,12.0000,12.0000,-,-,-,0.3900,0.3750,0.1875,0.6050,0.6250,-,-,-,1.2000,1.5000,-,-,0.9850,-,-,0.3980,9.9200,-,-,-,-,15.5000,20.6000,7.5000,4.0600,1.4700,87.2000,22.0000,14.5000,3.0200,-,-,-,1.0900,2.9700,-,-,-,-,-,-,-,3.4300,0.9600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.4000,-,35.4000,24.1000,36.1000,-,5.5000,-
WT,WT6X29,WT6X29,F,29.0000,8.5200,6.1000,6.1250,-,-,-,10.0000,10.0000,-,-,-,0.3600,0.3750,0.1875,0.6400,0.6250,-,-,-,1.2400,1.5000,-,-,1.0300,-,-,0.4260,7.8200,-,-,-,-,16.9000,19.1000,6.9700,3.7600,1.5000,53.5000,16.2000,10.7000,2.5100,-,-,-,1.0500,2.0800,-,-,-,-,-,-,-,3.0000,0.9440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.6000,-,31.6000,22.2000,32.2000,-,5.5000,-
WT,WT6X26.5,WT6X26.5,F,26.5000,7.7800,6.0300,6.0000,-,-,-,10.0000,10.0000,-,-,-,0.3450,0.3750,0.1875,0.5750,0.5625,-,-,-,1.1800,1.3750,-,-,1.0200,-,-,0.3890,8.6900,-,-,-,-,17.5000,17.7000,6.4600,3.5400,1.5100,47.9000,14.5000,9.5800,2.4800,-,-,-,0.7880,1.5300,-,-,-,-,-,-,-,3.0000,0.9390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.5000,-,31.5000,22.1000,32.1000,-,5.5000,-
WT,WT6X25,WT6X25,F,25.0000,7.3000,6.1000,6.1250,-,-,-,8.0800,8.1250,-,-,-,0.3700,0.3750,0.1875,0.6400,0.6250,-,-,-,1.1400,1.5000,-,-,1.1700,-,-,0.4520,6.3100,-,-,-,-,16.5000,18.7000,6.8800,3.7900,1.6000,28.2000,10.6000,6.9700,1.9600,-,-,-,0.8550,1.2300,-,-,-,-,-,-,-,2.6700,0.8990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.7000,-,27.8000,20.3000,28.4000,-,5.5000,-
WT,WT6X22.5,WT6X22.5,F,22.5000,6.5600,6.0300,6.0000,-,-,-,8.0500,8.0000,-,-,-,0.3350,0.3125,0.1875,0.5750,0.5625,-,-,-,1.0800,1.3750,-,-,1.1300,-,-,0.4080,7.0000,-,-,-,-,18.0000,16.6000,6.1000,3.3900,1.5900,25.0000,9.4700,6.2100,1.9500,-,-,-,0.6270,0.8850,-,-,-,-,-,-,-,2.6600,0.8980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.5000,-,27.6000,20.1000,28.2000,-,5.5000,-
WT,WT6X20,WT6X20,F,20.0000,5.8400,5.9700,6.0000,-,-,-,8.0100,8.0000,-,-,-,0.2950,0.3125,0.1875,0.5150,0.5000,-,-,-,1.0200,1.3750,-,-,1.0900,-,-,0.3650,7.7700,-,-,-,-,20.2000,14.4000,5.2800,2.9500,1.5700,22.0000,8.3800,5.5000,1.9400,-,-,-,0.4520,0.6200,-,-,-,-,-,-,-,2.6300,0.9010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.3000,-,27.4000,20.0000,28.0000,-,5.5000,-
WT,WT6X17.5,WT6X17.5,F,17.5000,5.1700,6.2500,6.2500,-,-,-,6.5600,6.5000,-,-,-,0.3000,0.3125,0.1875,0.5200,0.5000,-,-,-,0.8200,1.1875,-,-,1.3000,-,-,0.3940,6.3100,-,-,-,-,20.8000,16.0000,5.7100,3.2300,1.7600,12.2000,5.7300,3.7300,1.5400,-,-,-,0.3690,0.4370,-,-,-,-,-,-,-,2.5600,0.8340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.5000,-,25.1000,19.1000,25.6000,-,3.5000,-
WT,WT6X15,WT6X15,F,15.0000,4.4000,6.1700,6.1250,-,-,-,6.5200,6.5000,-,-,-,0.2600,0.2500,0.1250,0.4400,0.4375,-,-,-,0.7400,1.1250,-,-,1.2700,-,-,0.3370,7.4100,-,-,-,-,23.7000,13.5000,4.8300,2.7500,1.7500,10.2000,4.7800,3.1200,1.5200,-,-,-,0.2280,0.2670,-,-,-,-,-,-,-,2.5400,0.8300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.3000,-,24.9000,18.9000,25.4000,-,3.5000,-
WT,WT6X13,WT6X13,F,13.0000,3.8200,6.1100,6.1250,-,-,-,6.4900,6.5000,-,-,-,0.2300,0.2500,0.1250,0.3800,0.3750,-,-,-,0.6800,1.0625,-,-,1.2500,-,-,0.2950,8.5400,-,-,-,-,26.6000,11.7000,4.2000,2.4000,1.7500,8.6600,4.0800,2.6700,1.5100,-,-,-,0.1500,0.1740,-,-,-,-,-,-,-,2.5400,0.8270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.2000,-,24.7000,18.7000,25.2000,-,3.5000,-
WT,WT6X11,WT6X11,F,11.0000,3.2400,6.1600,6.1250,-,-,-,4.0300,4.0000,-,-,-,0.2600,0.2500,0.1250,0.4250,0.4375,-,-,-,0.7250,0.9375,-,-,1.6300,-,-,0.4020,4.7400,-,-,-,-,23.7000,11.7000,4.6300,2.5900,1.9000,2.3300,1.8300,1.1500,0.8470,-,-,-,0.1460,0.1370,-,-,-,-,-,-,-,2.5200,0.6830,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0000,-,20.0000,16.4000,20.4000,-,2.2500,-
WT,WT6X9.5,WT6X9.5,F,9.5000,2.7900,6.0800,6.1250,-,-,-,4.0100,4.0000,-,-,-,0.2350,0.2500,0.1250,0.3500,0.3750,-,-,-,0.6500,0.8750,-,-,1.6500,-,-,0.3480,5.7200,-,-,-,-,25.9000,10.1000,4.1100,2.2800,1.9000,1.8800,1.4900,0.9390,0.8210,-,-,-,0.0899,0.0934,-,-,-,-,-,-,-,2.5400,0.6650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.8000,-,19.8000,16.2000,20.2000,-,2.2500,-
WT,WT6X8,WT6X8,F,8.0000,2.3600,6.0000,6.0000,-,-,-,3.9900,4.0000,-,-,-,0.2200,0.2500,0.1250,0.2650,0.2500,-,-,-,0.5650,0.8125,-,-,1.7400,-,-,0.6390,7.5300,-,-,-,-,27.3000,8.7000,3.7200,2.0400,1.9200,1.4100,1.1300,0.7060,0.7730,-,-,-,0.0511,0.0678,-,-,-,-,-,-,-,2.6200,0.6240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.6000,-,19.6000,16.0000,20.0000,-,2.2500,-
WT,WT6X7,WT6X7,F,7.0000,2.0800,5.9600,6.0000,-,-,-,3.9700,4.0000,-,-,-,0.2000,0.1875,0.1250,0.2250,0.2500,-,-,-,0.5250,0.7500,-,-,1.7600,-,-,0.7600,8.8200,-,-,-,-,29.8000,7.6700,3.3200,1.8300,1.9200,1.1800,0.9470,0.5930,0.7530,-,-,-,0.0350,0.0493,-,-,-,-,-,-,-,2.6400,0.6110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.5000,-,19.5000,15.9000,19.9000,-,2.2500,-
WT,WT5X56,WT5X56,F,56.0000,16.5000,5.6800,5.6250,-,-,-,10.4000,10.3750,-,-,-,0.7550,0.7500,0.3750,1.2500,1.2500,-,-,-,1.7500,1.9375,-,-,1.2100,-,-,0.7910,4.1700,-,-,-,-,7.5200,28.6000,13.4000,6.4000,1.3200,118.0000,34.6000,22.6000,2.6700,-,-,-,7.5000,16.9000,-,-,-,-,-,-,-,3.0400,0.9630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.2000,-,31.6000,21.8000,32.2000,-,5.5000,-
