Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W8X35,W8X35,F,35.0000,10.3000,8.1200,8.1250,-,-,-,8.0200,8.0000,-,-,-,0.3100,0.3125,0.1875,0.4950,0.5000,-,-,-,0.8890,1.1875,0.8125,-,-,-,-,-,8.1000,-,-,20.5000,-,-,127.0000,34.7000,31.2000,3.5100,42.6000,16.1000,10.6000,2.0300,-,-,-,0.7690,619.0000,-,15.3000,15.2000,-,-,7.2800,17.1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2800,7.6300,39.0000,-,47.0000,24.3000,32.3000,5.7500,5.5000,-
W,W8X31,W8X31,F,31.0000,9.1300,8.0000,8.0000,-,-,-,8.0000,8.0000,-,-,-,0.2850,0.3125,0.1875,0.4350,0.4375,-,-,-,0.8290,1.1250,0.7500,-,-,-,-,-,9.1900,-,-,22.3000,-,-,110.0000,30.4000,27.5000,3.4700,37.1000,14.1000,9.2700,2.0200,-,-,-,0.5360,530.0000,-,15.1000,13.2000,-,-,6.3500,15.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2600,7.5700,38.8000,-,46.8000,24.0000,32.0000,5.7500,5.5000,-
W,W8X28,W8X28,F,28.0000,8.2500,8.0600,8.0000,-,-,-,6.5400,6.5000,-,-,-,0.2850,0.3125,0.1875,0.4650,0.4375,-,-,-,0.8590,0.9375,0.6250,-,-,-,-,-,7.0300,-,-,22.3000,-,-,98.0000,27.2000,24.3000,3.4500,21.7000,10.1000,6.6300,1.6200,-,-,-,0.5370,312.0000,-,12.4000,9.4400,-,-,5.5200,13.4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8400,7.6000,34.5000,-,41.0000,22.7000,29.2000,6.1250,4.0000,-
W,W8X24,W8X24,F,24.0000,7.0800,7.9300,7.8750,-,-,-,6.5000,6.5000,-,-,-,0.2450,0.2500,0.1250,0.4000,0.3750,-,-,-,0.7940,0.8750,0.5625,-,-,-,-,-,8.1200,-,-,25.9000,-,-,82.7000,23.1000,20.9000,3.4200,18.3000,8.5700,5.6300,1.6100,-,-,-,0.3460,259.0000,-,12.2000,7.9500,-,-,4.7100,11.3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8100,7.5300,34.2000,-,40.7000,22.4000,28.9000,6.1250,4.0000,-
W,W8X21,W8X21,F,21.0000,6.1600,8.2800,8.2500,-,-,-,5.2700,5.2500,-,-,-,0.2500,0.2500,0.1250,0.4000,0.3750,-,-,-,0.7000,0.8750,0.5625,-,-,-,-,-,6.5900,-,-,27.5000,-,-,75.3000,20.4000,18.2000,3.4900,9.7700,5.6900,3.7100,1.2600,-,-,-,0.2820,152.0000,-,10.4000,5.4700,-,-,3.9600,10.1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4600,7.8800,31.3000,-,36.6000,21.8000,27.1000,6.5000,2.7500,-
W,W8X18,W8X18,F,18.0000,5.2600,8.1400,8.1250,-,-,-,5.2500,5.2500,-,-,-,0.2300,0.2500,0.1250,0.3300,0.3125,-,-,-,0.6300,0.8125,0.5625,-,-,-,-,-,7.9500,-,-,29.9000,-,-,61.9000,17.0000,15.2000,3.4300,7.9700,4.6600,3.0400,1.2300,-,-,-,0.1720,122.0000,-,10.3000,4.4400,-,-,3.2300,8.3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4300,7.8100,31.0000,-,36.3000,21.5000,26.8000,6.5000,2.7500,-
W,W8X15,W8X15,F,15.0000,4.4400,8.1100,8.1250,-,-,-,4.0200,4.0000,-,-,-,0.2450,0.2500,0.1250,0.3150,0.3125,-,-,-,0.6150,0.8125,0.5625,-,-,-,-,-,6.3700,-,-,28.1000,-,-,48.0000,13.6000,11.8000,3.2900,3.4100,2.6700,1.7000,0.8760,-,-,-,0.1370,51.8000,-,7.8100,2.4700,-,-,2.3100,6.6400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0600,7.8000,27.3000,-,31.3000,20.2000,24.2000,6.5000,2.2500,-
W,W8X13,W8X13,F,13.0000,3.8400,7.9900,8.0000,-,-,-,4.0000,4.0000,-,-,-,0.2300,0.2500,0.1250,0.2550,0.2500,-,-,-,0.5550,0.7500,0.5625,-,-,-,-,-,7.8400,-,-,29.9000,-,-,39.6000,11.4000,9.9100,3.2100,2.7300,2.1500,1.3700,0.8430,-,-,-,0.0871,40.8000,-,7.7400,1.9700,-,-,1.8600,5.5500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0300,7.7400,27.0000,-,31.0000,20.0000,24.0000,6.5000,2.2500,-
W,W8X10,W8X10,F,10.0000,2.9600,7.8900,7.8750,-,-,-,3.9400,4.0000,-,-,-,0.1700,0.1875,0.1250,0.2050,0.1875,-,-,-,0.5050,0.6875,0.5000,-,-,-,-,-,9.6100,-,-,40.5000,-,-,30.8000,8.8700,7.8100,3.2200,2.0900,1.6600,1.0600,0.8410,-,-,-,0.0426,30.9000,-,7.5700,1.5300,-,-,1.4800,4.2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0100,7.6900,26.8000,-,30.7000,19.7000,23.7000,6.5000,2.2500,-
W,W6X25,W6X25,F,25.0000,7.3400,6.3800,6.3750,-,-,-,6.0800,6.1250,-,-,-,0.3200,0.3125,0.1875,0.4550,0.4375,-,-,-,0.7050,0.9375,0.5625,-,-,-,-,-,6.6800,-,-,15.5000,-,-,53.4000,18.9000,16.7000,2.7000,17.1000,8.5600,5.6100,1.5200,-,-,-,0.4610,150.0000,-,9.0100,6.2300,-,-,3.8800,9.3900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7400,5.9300,29.9000,-,36.0000,18.8000,24.9000,4.5000,3.5000,-
W,W6X20,W6X20,F,20.0000,5.8700,6.2000,6.2500,-,-,-,6.0200,6.0000,-,-,-,0.2600,0.2500,0.1250,0.3650,0.3750,-,-,-,0.6150,0.8750,0.5625,-,-,-,-,-,8.2500,-,-,19.1000,-,-,41.4000,14.9000,13.4000,2.6600,13.3000,6.7200,4.4100,1.5000,-,-,-,0.2400,113.0000,-,8.7800,4.8200,-,-,3.0700,7.3800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7000,5.8400,29.5000,-,35.5000,18.4000,24.4000,4.5000,3.5000,-
W,W6X15,W6X15,F,15.0000,4.4300,5.9900,6.0000,-,-,-,5.9900,6.0000,-,-,-,0.2300,0.2500,0.1250,0.2600,0.2500,-,-,-,0.5100,0.7500,0.5625,-,-,-,-,-,11.5000,-,-,21.6000,-,-,29.1000,10.8000,9.7200,2.5600,9.3200,4.7500,3.1100,1.4500,-,-,-,0.1010,76.5000,-,8.5800,3.3400,-,-,2.1500,5.3200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6600,5.7300,29.1000,-,35.1000,18.0000,24.0000,4.5000,3.5000,-
W,W6X16,W6X16,F,16.0000,4.7400,6.2800,6.2500,-,-,-,4.0300,4.0000,-,-,-,0.2600,0.2500,0.1250,0.4050,0.3750,-,-,-,0.6550,0.8750,0.5625,-,-,-,-,-,4.9800,-,-,19.1000,-,-,32.1000,11.7000,10.2000,2.6000,4.4300,3.3900,2.2000,0.9670,-,-,-,0.2230,38.2000,-,5.9200,2.4200,-,-,2.2400,5.7700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1300,5.8800,23.7000,-,27.7000,16.6000,20.6000,4.5000,2.2500,-
W,W6X12,W6X12,F,12.0000,3.5500,6.0300,6.0000,-,-,-,4.0000,4.0000,-,-,-,0.2300,0.2500,0.1250,0.2800,0.2500,-,-,-,0.5300,0.7500,0.5625,-,-,-,-,-,7.1400,-,-,21.6000,-,-,22.1000,8.3000,7.3100,2.4900,2.9900,2.3200,1.5000,0.9180,-,-,-,0.0903,24.7000,-,5.7500,1.6100,-,-,1.5200,4.0800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0800,5.7500,23.2000,-,27.2000,16.1000,20.1000,4.5000,2.2500,-
W,W6X9,W6X9,F,9.0000,2.6800,5.9000,5.8750,-,-,-,3.9400,4.0000,-,-,-,0.1700,0.1875,0.1250,0.2150,0.1875,-,-,-,0.4650,0.6875,0.5000,-,-,-,-,-,9.1600,-,-,29.2000,-,-,16.4000,6.2300,5.5600,2.4700,2.2000,1.7200,1.1100,0.9050,-,-,-,0.0405,17.7000,-,5.6000,1.1900,-,-,1.1500,3.0400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0600,5.6900,22.9000,-,26.8000,15.7000,19.7000,4.5000,2.2500,-
W,W6X8.5,W6X8.5,F,8.5000,2.5200,5.8300,5.8750,-,-,-,3.9400,4.0000,-,-,-,0.1700,0.1875,0.1250,0.1950,0.1875,-,-,-,0.4450,0.6875,0.5000,-,-,-,-,-,10.1000,-,-,29.1000,-,-,14.9000,5.7300,5.1000,2.4300,1.9900,1.5600,1.0100,0.8900,-,-,-,0.0333,15.8000,-,5.5500,1.0600,-,-,1.0300,2.7800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0500,5.6400,22.8000,-,26.7000,15.6000,19.5000,4.5000,2.2500,-
W,W5X19,W5X19,F,19.0000,5.5600,5.1500,5.1250,-,-,-,5.0300,5.0000,-,-,-,0.2700,0.2500,0.1250,0.4300,0.4375,-,-,-,0.7300,0.8125,0.4375,-,-,-,-,-,5.8500,-,-,13.7000,-,-,26.3000,11.6000,10.2000,2.1700,9.1300,5.5300,3.6300,1.2800,-,-,-,0.3160,50.9000,-,5.9400,3.2100,-,-,2.4200,5.7300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4500,4.7200,24.4000,-,29.4000,15.3000,20.4000,3.5000,2.7500,-
W,W5X16,W5X16,F,16.0000,4.7100,5.0100,5.0000,-,-,-,5.0000,5.0000,-,-,-,0.2400,0.2500,0.1250,0.3600,0.3750,-,-,-,0.6600,0.7500,0.4375,-,-,-,-,-,6.9400,-,-,15.4000,-,-,21.4000,9.6300,8.5500,2.1300,7.5100,4.5800,3.0000,1.2600,-,-,-,0.1920,40.6000,-,5.8100,2.6200,-,-,1.9900,4.7400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4300,4.6500,24.0000,-,29.0000,15.0000,20.0000,3.5000,2.7500,-
W,W4X13,W4X13,F,13.0000,3.8300,4.1600,4.1250,-,-,-,4.0600,4.0000,-,-,-,0.2800,0.2500,0.1250,0.3450,0.3750,-,-,-,0.5950,0.7500,0.5000,-,-,-,-,-,5.8800,-,-,10.6000,-,-,11.3000,6.2800,5.4600,1.7200,3.8600,2.9200,1.9000,1.0000,-,-,-,0.1510,14.0000,-,3.8700,1.3600,-,-,1.2400,3.0900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1600,3.8200,19.5000,-,23.6000,12.4000,16.4000,2.6250,2.2500,-
M,M12.5X12.4,M12.5X12.4,F,12.4000,3.6300,12.5000,12.5000,-,-,-,3.7500,3.7500,-,-,-,0.1550,0.1250,0.0625,0.2280,0.2500,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,8.2200,-,-,74.8000,-,-,89.3000,16.5000,14.2000,4.9600,2.0100,1.6800,1.0700,0.7440,-,-,-,0.0493,76.0000,-,11.5000,2.4600,-,-,2.5100,8.0600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9330,12.3000,35.5000,-,39.3000,28.8000,32.5000,11.3750,-,-
M,M12.5X11.6,M12.5X11.6,F,11.6000,3.4000,12.5000,12.5000,-,-,-,3.5000,3.5000,-,-,-,0.1550,0.1250,0.0625,0.2110,0.1875,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,8.2900,-,-,74.8000,-,-,80.3000,15.0000,12.8000,4.8600,1.5100,1.3700,0.8640,0.6670,-,-,-,0.0414,57.1000,-,10.8000,1.9900,-,-,2.1700,7.3600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8520,12.3000,34.8000,-,38.3000,28.5000,32.0000,11.3750,-,-
M,M12X11.8,M12X11.8,F,11.8000,3.4700,12.0000,12.0000,-,-,-,3.0700,3.1250,-,-,-,0.1770,0.1875,0.1250,0.2250,0.2500,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,6.8100,-,-,62.5000,-,-,72.2000,14.3000,12.0000,4.5600,1.0900,1.1500,0.7090,0.5590,-,-,-,0.0500,37.7000,-,9.0400,1.5600,-,-,1.9200,7.0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7310,11.8000,32.4000,-,35.5000,27.1000,30.1000,10.8750,-,-
M,M12X10.8,M12X10.8,F,10.8000,3.1800,12.0000,12.0000,-,-,-,3.0700,3.1250,-,-,-,0.1600,0.1875,0.1250,0.2100,0.1875,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,7.3000,-,-,69.2000,-,-,66.7000,13.2000,11.1000,4.5800,1.0100,1.0700,0.6610,0.5640,-,-,-,0.0393,35.0000,-,9.0500,1.4600,-,-,1.8000,6.4800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7320,11.8000,32.4000,-,35.5000,27.0000,30.1000,10.8750,-,-
M,M12X10,M12X10,F,10.0000,2.9500,12.0000,12.0000,-,-,-,3.2500,3.2500,-,-,-,0.1490,0.1250,0.0625,0.1800,0.1875,-,-,-,0.5000,0.5000,0.3750,-,-,-,-,-,9.0300,-,-,74.7000,-,-,61.7000,12.2000,10.3000,4.5700,1.0300,1.0200,0.6360,0.5920,-,-,-,0.0292,35.9000,-,9.6000,1.4000,-,-,1.6500,5.9800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7680,11.8000,33.0000,-,36.2000,27.2000,30.4000,11.0000,-,-
M,M10X9,M10X9,F,9.0000,2.6500,10.0000,10.0000,-,-,-,2.6900,2.7500,-,-,-,0.1570,0.1875,0.1250,0.2060,0.1875,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,6.5300,-,-,58.4000,-,-,39.0000,9.2200,7.7900,3.8300,0.6720,0.8090,0.5000,0.5030,-,-,-,0.0314,16.1000,-,6.5900,0.9100,-,-,1.2800,4.5200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6500,9.7900,27.4000,-,30.1000,22.7000,25.4000,8.8750,-,-
M,M10X8,M10X8,F,8.0000,2.3700,9.9500,10.0000,-,-,-,2.6900,2.7500,-,-,-,0.1410,0.1250,0.0625,0.1820,0.1875,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,7.3900,-,-,65.0000,-,-,34.6000,8.2000,6.9500,3.8200,0.5930,0.7110,0.4410,0.5000,-,-,-,0.0224,14.2000,-,6.5700,0.8000,-,-,1.1300,4.0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6460,9.7700,27.3000,-,30.0000,22.6000,25.3000,8.8750,-,-
M,M10X7.5,M10X7.5,F,7.5000,2.2200,9.9900,10.0000,-,-,-,2.6900,2.7500,-,-,-,0.1300,0.1250,0.0625,0.1730,0.1875,-,-,-,0.4380,0.4375,0.3125,-,-,-,-,-,7.7700,-,-,71.0000,-,-,33.0000,7.7700,6.6000,3.8500,0.5620,0.6700,0.4180,0.5030,-,-,-,0.0187,13.5000,-,6.6000,0.7700,-,-,1.0900,3.8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6460,9.8200,27.4000,-,30.1000,22.7000,25.4000,9.1250,-,-
M,M8X6.5,M8X6.5,F,6.5000,1.9200,8.0000,8.0000,-,-,-,2.2800,2.2500,-,-,-,0.1350,0.1250,0.0625,0.1890,0.1875,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,6.0300,-,-,53.8000,-,-,18.5000,5.4300,4.6300,3.1100,0.3760,0.5290,0.3290,0.4430,-,-,-,0.0184,5.7300,-,4.4500,0.4800,-,-,0.7900,2.6600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5630,7.8100,22.3000,-,24.5000,18.3000,20.6000,6.8750,-,-
M,M8X6.2,M8X6.2,F,6.2000,1.8200,8.0000,8.0000,-,-,-,2.2800,2.2500,-,-,-,0.1290,0.1250,0.0625,0.1770,0.1875,-,-,-,0.4380,0.4375,0.2500,-,-,-,-,-,6.4400,-,-,56.5000,-,-,17.6000,5.1500,4.3900,3.1000,0.3520,0.4950,0.3080,0.4390,-,-,-,0.0156,5.3800,-,4.4600,0.4500,-,-,0.7400,2.5200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5600,7.8200,22.3000,-,24.6000,18.3000,20.6000,7.1250,-,-
M,M6X4.4,M6X4.4,F,4.4000,1.2900,6.0000,6.0000,-,-,-,1.8400,1.8750,-,-,-,0.1140,0.1250,0.0625,0.1710,0.1875,-,-,-,0.3750,0.3750,0.2500,-,-,-,-,-,5.3900,-,-,47.0000,-,-,7.2300,2.8000,2.4100,2.3600,0.1800,0.3110,0.1950,0.3720,-,-,-,0.0099,1.5300,-,2.6800,0.2100,-,-,0.4300,1.3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4670,5.8300,17.0000,-,18.9000,13.8000,15.7000,5.2500,-,-
M,M6X3.7,M6X3.7,F,3.7000,1.0900,5.9200,5.8750,-,-,-,2.0000,2.0000,-,-,-,0.0980,0.1250,0.0625,0.1290,0.1250,-,-,-,0.3130,0.3125,0.2500,-,-,-,-,-,7.7500,-,-,54.7000,-,-,5.9600,2.3300,2.0100,2.3400,0.1730,0.2730,0.1730,0.3980,-,-,-,0.0053,1.4500,-,2.9000,0.1900,-,-,0.3600,1.1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4990,5.7900,17.4000,-,19.4000,13.8000,15.8000,5.2500,-,-
M,M5X18.9,M5X18.9,T,18.9000,5.5600,5.0000,5.0000,-,-,-,5.0000,5.0000,-,-,-,0.3160,0.3125,0.1875,0.4160,0.4375,-,-,-,0.8130,0.8125,0.5000,-,-,-,-,-,6.0100,-,-,11.2000,-,-,24.2000,11.1000,9.6700,2.0800,8.7000,5.3300,3.4800,1.2500,-,-,-,0.3130,45.7000,-,5.7300,2.9800,-,-,2.2300,5.4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4400,4.5800,23.8000,-,28.8000,15.0000,20.0000,3.3750,2.7500,-
M,M4X6,M4X6,F,6.0000,1.7500,3.8000,3.7500,-,-,-,3.8000,3.7500,-,-,-,0.1300,0.1250,0.0625,0.1600,0.1875,-,-,-,0.5000,0.5000,0.3750,-,-,-,-,-,11.9000,-,-,22.0000,-,-,4.7200,2.7400,2.4800,1.6400,1.4700,1.1800,0.7710,0.9150,-,-,-,0.0184,4.8700,-,3.4600,0.5300,-,-,0.5300,1.3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0400,3.6400,18.2000,-,22.0000,11.4000,15.2000,2.7500,-,-
M,M4X4.08,M4X4.08,F,4.0800,1.2700,4.0000,4.0000,-,-,-,2.2500,2.2500,-,-,-,0.1150,0.1250,0.0625,0.1700,0.1875,-,-,-,0.5630,0.5625,0.3750,-,-,-,-,-,6.6200,-,-,26.4000,-,-,3.5300,2.0000,1.7700,1.6700,0.3250,0.4530,0.2890,0.5060,-,-,-,0.0147,1.1900,-,2.1500,0.2100,-,-,0.3500,0.9300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5930,3.8300,14.0000,-,16.2000,10.3000,12.5000,2.8750,-,-
M,M4X3.45,M4X3.45,F,3.4500,1.0100,4.0000,4.0000,-,-,-,2.2500,2.2500,-,-,-,0.0920,0.0625,0.0625,0.1300,0.1250,-,-,-,0.5000,0.5000,0.3750,-,-,-,-,-,8.6500,-,-,33.9000,-,-,2.8600,1.6000,1.4300,1.6800,0.2480,0.3460,0.2210,0.4960,-,-,-,0.0082,0.9300,-,2.1800,0.1600,-,-,0.2700,0.7300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5800,3.8700,14.0000,-,16.3000,10.3000,12.5000,3.0000,-,-
M,M4X3.2,M4X3.2,F,3.2000,1.0100,4.0000,4.0000,-,-,-,2.2500,2.2500,-,-,-,0.0920,0.0625,0.0625,0.1300,0.1250,-,-,-,0.5000,0.5000,0.3750,-,-,-,-,-,8.6500,-,-,33.9000,-,-,2.8600,1.6000,1.4300,1.6800,0.2480,0.3460,0.2210,0.4960,-,-,-,0.0082,0.9300,-,2.1800,0.1600,-,-,0.2700,0.7300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5800,3.8700,14.0000,-,16.3000,10.3000,12.5000,3.0000,-,-
M,M3X2.9,M3X2.9,F,2.9000,0.9140,3.0000,3.0000,-,-,-,2.2500,2.2500,-,-,-,0.0900,0.0625,0.0625,0.1300,0.1250,-,-,-,0.5000,0.5000,0.3750,-,-,-,-,-,8.6500,-,-,23.6000,-,-,1.5000,1.1200,1.0000,1.2800,0.2480,0.3440,0.2210,0.5210,-,-,-,0.0079,0.5110,-,1.6100,0.1200,-,-,0.2000,0.5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5970,2.8700,12.0000,-,14.3000,8.2500,10.5000,2.0000,-,-
S,S24X121,S24X121,F,121.0000,35.5000,24.5000,24.5000,-,-,-,8.0500,8.0000,-,-,-,0.8000,0.8125,0.4375,1.0900,1.0625,-,-,-,2.0000,2.0000,-,-,-,-,-,-,3.6900,-,-,25.9000,-,-,3160.0000,306.0000,258.0000,9.4300,83.0000,36.3000,20.6000,1.5300,-,-,-,12.8000,11400.0000,-,47.1000,103.0000,-,-,46.2000,153.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9400,23.4000,68.6000,-,76.6000,57.1000,65.1000,20.5000,4.0000,-
S,S24X106,S24X106,F,106.0000,31.1000,24.5000,24.5000,-,-,-,7.8700,7.8750,-,-,-,0.6200,0.6250,0.3125,1.0900,1.0625,-,-,-,2.0000,2.0000,-,-,-,-,-,-,3.6100,-,-,33.4000,-,-,2940.0000,279.0000,240.0000,9.7100,76.8000,33.4000,19.5000,1.5700,-,-,-,10.1000,10500.0000,-,46.1000,98.8000,-,-,46.2000,139.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9300,23.4000,68.4000,-,76.3000,56.9000,64.7000,20.5000,4.0000,-
S,S24X100,S24X100,F,100.0000,29.3000,24.0000,24.0000,-,-,-,7.2500,7.2500,-,-,-,0.7450,0.7500,0.3750,0.8700,0.8750,-,-,-,1.7500,1.7500,-,-,-,-,-,-,4.1600,-,-,27.8000,-,-,2380.0000,239.0000,199.0000,9.0100,47.4000,24.0000,13.1000,1.2700,-,-,-,7.5900,6350.0000,-,41.9000,66.0000,-,-,32.7000,119.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6600,23.1000,65.5000,-,72.8000,55.3000,62.5000,20.5000,4.0000,-
S,S24X90,S24X90,F,90.0000,26.5000,24.0000,24.0000,-,-,-,7.1300,7.1250,-,-,-,0.6250,0.6250,0.3125,0.8700,0.8750,-,-,-,1.7500,1.7500,-,-,-,-,-,-,4.0900,-,-,33.1000,-,-,2250.0000,222.0000,187.0000,9.2100,44.7000,22.4000,12.5000,1.3000,-,-,-,6.0500,5980.0000,-,41.2000,63.8000,-,-,32.7000,110.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6600,23.1000,65.4000,-,725.0000,55.1000,62.3000,20.5000,4.0000,-
S,S24X80,S24X80,F,80.0000,23.5000,24.0000,24.0000,-,-,-,7.0000,7.0000,-,-,-,0.5000,0.5000,0.2500,0.8700,0.8750,-,-,-,1.7500,1.7500,-,-,-,-,-,-,4.0200,-,-,41.4000,-,-,2100.0000,204.0000,175.0000,9.4700,42.0000,20.8000,12.0000,1.3400,-,-,-,4.8900,5620.0000,-,40.5000,61.6000,-,-,32.7000,101.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6700,23.1000,65.2000,-,72.2000,55.0000,62.0000,20.5000,4.0000,-
S,S20X96,S20X96,F,96.0000,28.2000,20.3000,20.2500,-,-,-,7.2000,7.2500,-,-,-,0.8000,0.8125,0.4375,0.9200,0.9375,-,-,-,1.7500,1.7500,-,-,-,-,-,-,3.9100,-,-,21.1000,-,-,1670.0000,198.0000,165.0000,7.7100,49.9000,24.9000,13.9000,1.3300,-,-,-,8.4000,4690.0000,-,34.9000,57.8000,-,-,28.5000,98.3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7100,19.4000,57.9000,-,65.1000,47.8000,55.0000,16.7500,4.0000,-
S,S20X86,S20X86,F,86.0000,25.3000,20.3000,20.2500,-,-,-,7.0600,7.0000,-,-,-,0.6600,0.6875,0.3750,0.9200,0.9375,-,-,-,1.7500,1.7500,-,-,-,-,-,-,3.8400,-,-,25.6000,-,-,1570.0000,183.0000,155.0000,7.8900,46.6000,23.1000,13.2000,1.3600,-,-,-,6.6500,4370.0000,-,34.2000,55.5000,-,-,28.5000,91.1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7100,19.4000,57.8000,-,64.9000,47.7000,54.7000,16.7500,4.0000,-
S,S20X75,S20X75,F,75.0000,22.0000,20.0000,20.0000,-,-,-,6.3900,6.3750,-,-,-,0.6350,0.6250,0.3125,0.7950,0.8125,-,-,-,1.6300,1.6250,-,-,-,-,-,-,4.0200,-,-,26.6000,-,-,1280.0000,152.0000,128.0000,7.6200,29.5000,16.7000,9.2500,1.1600,-,-,-,4.5900,2720.0000,-,30.7000,38.9000,-,-,21.9000,75.6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4900,19.2000,55.4000,-,61.8000,46.4000,52.8000,16.7500,3.5000,-
S,S20X66,S20X66,F,66.0000,19.4000,20.0000,20.0000,-,-,-,6.2600,6.2500,-,-,-,0.5050,0.5000,0.2500,0.7950,0.8125,-,-,-,1.6300,1.6250,-,-,-,-,-,-,3.9300,-,-,33.5000,-,-,1190.0000,139.0000,119.0000,7.8300,27.5000,15.4000,8.7800,1.1900,-,-,-,3.5800,2530.0000,-,30.0000,37.3000,-,-,21.9000,69.1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4900,19.2000,55.3000,-,61.5000,46.3000,52.5000,16.7500,3.5000,-
S,S18X70,S18X70,F,70.0000,20.5000,18.0000,18.0000,-,-,-,6.2500,6.2500,-,-,-,0.7110,0.6875,0.3750,0.6910,0.6875,-,-,-,1.5000,1.5000,-,-,-,-,-,-,4.5200,-,-,21.5000,-,-,923.0000,124.0000,103.0000,6.7000,24.0000,14.3000,7.6900,1.0800,-,-,-,4.1000,1800.0000,-,27.0000,29.2000,-,-,16.6000,61.9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4200,17.3000,50.9000,-,57.2000,42.3000,48.5000,15.0000,3.5000,-
